n,m,x,time_frame_pose_x
n_value,m_value,x_value,1728168307.0137622_15_pose_z_-0.3344264626502991
n_value,m_value,x_value,1728168307.0137622_16_pose_x_0.3767017424106598
n_value,m_value,x_value,1728168307.0137622_16_pose_y_1.3095530271530151
n_value,m_value,x_value,1728168307.0137622_16_pose_z_-0.52742999792099
n_value,m_value,x_value,1728168307.0137622_17_pose_x_0.8177833557128906
n_value,m_value,x_value,1728168307.0137622_17_pose_y_1.4847739934921265
n_value,m_value,x_value,1728168307.0137622_17_pose_z_-0.3973252475261688
n_value,m_value,x_value,1728168307.0137622_18_pose_x_0.35724955797195435
n_value,m_value,x_value,1728168307.0137622_18_pose_y_1.379909873008728
n_value,m_value,x_value,1728168307.0137622_18_pose_z_-0.6132612228393555
n_value,m_value,x_value,1728168307.0137622_19_pose_x_0.7788823843002319
n_value,m_value,x_value,1728168307.0137622_19_pose_y_1.4724024534225464
n_value,m_value,x_value,1728168307.0137622_19_pose_z_-0.42111724615097046
n_value,m_value,x_value,1728168307.0137622_20_pose_x_0.3890235126018524
n_value,m_value,x_value,1728168307.0137622_20_pose_y_1.3679065704345703
n_value,m_value,x_value,1728168307.0137622_20_pose_z_-0.6532411575317383
n_value,m_value,x_value,1728168307.0137622_21_pose_x_0.769405722618103
n_value,m_value,x_value,1728168307.0137622_21_pose_y_1.4399608373641968
n_value,m_value,x_value,1728168307.0137622_21_pose_z_-0.35651499032974243
n_value,m_value,x_value,1728168307.0137622_22_pose_x_0.40260085463523865
n_value,m_value,x_value,1728168307.0137622_22_pose_y_1.3418316841125488
n_value,m_value,x_value,1728168307.0137622_22_pose_z_-0.5594080686569214
n_value,m_value,x_value,1728168307.0137622_23_pose_x_0.6774401068687439
n_value,m_value,x_value,1728168307.0137622_23_pose_y_1.4114551544189453
n_value,m_value,x_value,1728168307.0137622_23_pose_z_-0.02968866005539894
n_value,m_value,x_value,1728168307.0137622_24_pose_x_0.4593096375465393
n_value,m_value,x_value,1728168307.0137622_24_pose_y_1.3883939981460571
n_value,m_value,x_value,1728168307.0137622_24_pose_z_0.03403245285153389
n_value,m_value,x_value,1728168307.0137622_25_pose_x_0.6387489438056946
n_value,m_value,x_value,1728168307.0137622_25_pose_y_1.8571091890335083
n_value,m_value,x_value,1728168307.0137622_25_pose_z_-0.11153314262628555
n_value,m_value,x_value,1728168307.0137622_26_pose_x_0.4374338686466217
n_value,m_value,x_value,1728168307.0137622_26_pose_y_1.8338305950164795
n_value,m_value,x_value,1728168307.0137622_26_pose_z_-0.023208322003483772
n_value,m_value,x_value,1728168307.0137622_27_pose_x_0.6134387850761414
n_value,m_value,x_value,1728168307.0137622_27_pose_y_2.269207239151001
n_value,m_value,x_value,1728168307.0137622_27_pose_z_0.18760237097740173
n_value,m_value,x_value,1728168307.0137622_28_pose_x_0.41668057441711426
n_value,m_value,x_value,1728168307.0137622_28_pose_y_2.2426488399505615
n_value,m_value,x_value,1728168307.0137622_28_pose_z_0.11549174785614014
n_value,m_value,x_value,1728168307.0137622_29_pose_x_0.6160916090011597
n_value,m_value,x_value,1728168307.0137622_29_pose_y_2.3365347385406494
n_value,m_value,x_value,1728168307.0137622_29_pose_z_0.19385969638824463
n_value,m_value,x_value,1728168307.0137622_30_pose_x_0.41061562299728394
n_value,m_value,x_value,1728168307.0137622_30_pose_y_2.31121826171875
n_value,m_value,x_value,1728168307.0137622_30_pose_z_0.11468040943145752
n_value,m_value,x_value,1728168307.0137622_31_pose_x_0.5672470331192017
n_value,m_value,x_value,1728168307.0137622_31_pose_y_2.392584800720215
n_value,m_value,x_value,1728168307.0137622_31_pose_z_-0.19947591423988342
n_value,m_value,x_value,1728168307.0137622_32_pose_x_0.4363843500614166
n_value,m_value,x_value,1728168307.0137622_32_pose_y_2.364794969558716
n_value,m_value,x_value,1728168307.0137622_32_pose_z_-0.307372510433197
n_value,m_value,x_value,1728168307.1182256_0_pose_x_0.6140857934951782
n_value,m_value,x_value,1728168307.1182256_0_pose_y_0.6324536800384521
n_value,m_value,x_value,1728168307.1182256_0_pose_z_-0.5296815633773804
n_value,m_value,x_value,1728168307.1182256_1_pose_x_0.6356134414672852
n_value,m_value,x_value,1728168307.1182256_1_pose_y_0.5931583642959595
n_value,m_value,x_value,1728168307.1182256_1_pose_z_-0.4950372576713562
n_value,m_value,x_value,1728168307.1182256_2_pose_x_0.6469518542289734
n_value,m_value,x_value,1728168307.1182256_2_pose_y_0.5957555174827576
n_value,m_value,x_value,1728168307.1182256_2_pose_z_-0.4948194921016693
n_value,m_value,x_value,1728168307.1182256_3_pose_x_0.6582723259925842
n_value,m_value,x_value,1728168307.1182256_3_pose_y_0.5988041162490845
n_value,m_value,x_value,1728168307.1182256_3_pose_z_-0.4948139786720276
n_value,m_value,x_value,1728168307.1182256_4_pose_x_0.5994149446487427
n_value,m_value,x_value,1728168307.1182256_4_pose_y_0.5897952914237976
n_value,m_value,x_value,1728168307.1182256_4_pose_z_-0.4948190152645111
n_value,m_value,x_value,1728168307.1182256_5_pose_x_0.5878702402114868
n_value,m_value,x_value,1728168307.1182256_5_pose_y_0.5897080302238464
n_value,m_value,x_value,1728168307.1182256_5_pose_z_-0.4940527379512787
n_value,m_value,x_value,1728168307.1182256_6_pose_x_0.5783549547195435
n_value,m_value,x_value,1728168307.1182256_6_pose_y_0.5899521112442017
n_value,m_value,x_value,1728168307.1182256_6_pose_z_-0.49415096640586853
n_value,m_value,x_value,1728168307.1182256_7_pose_x_0.6809834837913513
n_value,m_value,x_value,1728168307.1182256_7_pose_y_0.6332433819770813
n_value,m_value,x_value,1728168307.1182256_7_pose_z_-0.27260252833366394
n_value,m_value,x_value,1728168307.1182256_8_pose_x_0.5625935792922974
n_value,m_value,x_value,1728168307.1182256_8_pose_y_0.6193540692329407
n_value,m_value,x_value,1728168307.1182256_8_pose_z_-0.25495344400405884
n_value,m_value,x_value,1728168307.1182256_9_pose_x_0.6364738941192627
n_value,m_value,x_value,1728168307.1182256_9_pose_y_0.6864587664604187
n_value,m_value,x_value,1728168307.1182256_9_pose_z_-0.44660288095474243
n_value,m_value,x_value,1728168307.1182256_10_pose_x_0.5893288850784302
n_value,m_value,x_value,1728168307.1182256_10_pose_y_0.6775459051132202
n_value,m_value,x_value,1728168307.1182256_10_pose_z_-0.44338664412498474
n_value,m_value,x_value,1728168307.1182256_11_pose_x_0.7754501104354858
n_value,m_value,x_value,1728168307.1182256_11_pose_y_0.8945897817611694
n_value,m_value,x_value,1728168307.1182256_11_pose_z_-0.1574598252773285
n_value,m_value,x_value,1728168307.1182256_12_pose_x_0.45378103852272034
n_value,m_value,x_value,1728168307.1182256_12_pose_y_0.8569300770759583
n_value,m_value,x_value,1728168307.1182256_12_pose_z_-0.18888650834560394
n_value,m_value,x_value,1728168307.1182256_13_pose_x_0.8530604243278503
n_value,m_value,x_value,1728168307.1182256_13_pose_y_1.185706377029419
n_value,m_value,x_value,1728168307.1182256_13_pose_z_-0.132874995470047
n_value,m_value,x_value,1728168307.1182256_14_pose_x_0.3493155837059021
n_value,m_value,x_value,1728168307.1182256_14_pose_y_1.0190532207489014
n_value,m_value,x_value,1728168307.1182256_14_pose_z_-0.11488313972949982
n_value,m_value,x_value,1728168307.1182256_15_pose_x_0.807547926902771
n_value,m_value,x_value,1728168307.1182256_15_pose_y_1.4062451124191284
n_value,m_value,x_value,1728168307.1182256_15_pose_z_-0.2645359933376312
n_value,m_value,x_value,1728168307.1182256_16_pose_x_0.3828480839729309
n_value,m_value,x_value,1728168307.1182256_16_pose_y_1.312338948249817
n_value,m_value,x_value,1728168307.1182256_16_pose_z_-0.31705769896507263
n_value,m_value,x_value,1728168307.1182256_17_pose_x_0.8152831196784973
n_value,m_value,x_value,1728168307.1182256_17_pose_y_1.4843982458114624
n_value,m_value,x_value,1728168307.1182256_17_pose_z_-0.3181704878807068
n_value,m_value,x_value,1728168307.1182256_18_pose_x_0.36476951837539673
n_value,m_value,x_value,1728168307.1182256_18_pose_y_1.381832480430603
n_value,m_value,x_value,1728168307.1182256_18_pose_z_-0.382699191570282
n_value,m_value,x_value,1728168307.1182256_19_pose_x_0.7782109975814819
n_value,m_value,x_value,1728168307.1182256_19_pose_y_1.4710469245910645
n_value,m_value,x_value,1728168307.1182256_19_pose_z_-0.3412015736103058
n_value,m_value,x_value,1728168307.1182256_20_pose_x_0.3937320113182068
n_value,m_value,x_value,1728168307.1182256_20_pose_y_1.3717726469039917
n_value,m_value,x_value,1728168307.1182256_20_pose_z_-0.4278981685638428
n_value,m_value,x_value,1728168307.1182256_21_pose_x_0.7692060470581055
n_value,m_value,x_value,1728168307.1182256_21_pose_y_1.4388887882232666
n_value,m_value,x_value,1728168307.1182256_21_pose_z_-0.28507283329963684
n_value,m_value,x_value,1728168307.1182256_22_pose_x_0.40693211555480957
n_value,m_value,x_value,1728168307.1182256_22_pose_y_1.345217227935791
n_value,m_value,x_value,1728168307.1182256_22_pose_z_-0.347002238035202
n_value,m_value,x_value,1728168307.1182256_23_pose_x_0.6813783645629883
n_value,m_value,x_value,1728168307.1182256_23_pose_y_1.4051536321640015
n_value,m_value,x_value,1728168307.1182256_23_pose_z_-0.028640564531087875
n_value,m_value,x_value,1728168307.1182256_24_pose_x_0.46526867151260376
n_value,m_value,x_value,1728168307.1182256_24_pose_y_1.3843759298324585
n_value,m_value,x_value,1728168307.1182256_24_pose_z_0.03276262432336807
n_value,m_value,x_value,1728168307.1182256_25_pose_x_0.6447070837020874
n_value,m_value,x_value,1728168307.1182256_25_pose_y_1.8504747152328491
n_value,m_value,x_value,1728168307.1182256_25_pose_z_-0.11275561153888702
n_value,m_value,x_value,1728168307.1182256_26_pose_x_0.4459591507911682
n_value,m_value,x_value,1728168307.1182256_26_pose_y_1.830047607421875
n_value,m_value,x_value,1728168307.1182256_26_pose_z_-0.024519002065062523
n_value,m_value,x_value,1728168307.1182256_27_pose_x_0.6219115853309631
n_value,m_value,x_value,1728168307.1182256_27_pose_y_2.2636489868164062
n_value,m_value,x_value,1728168307.1182256_27_pose_z_0.1863250434398651
n_value,m_value,x_value,1728168307.1182256_28_pose_x_0.42715829610824585
n_value,m_value,x_value,1728168307.1182256_28_pose_y_2.240140438079834
n_value,m_value,x_value,1728168307.1182256_28_pose_z_0.11521174758672714
n_value,m_value,x_value,1728168307.1182256_29_pose_x_0.6244234442710876
n_value,m_value,x_value,1728168307.1182256_29_pose_y_2.3303840160369873
n_value,m_value,x_value,1728168307.1182256_29_pose_z_0.19288848340511322
n_value,m_value,x_value,1728168307.1182256_30_pose_x_0.4219178557395935
n_value,m_value,x_value,1728168307.1182256_30_pose_y_2.308584451675415
n_value,m_value,x_value,1728168307.1182256_30_pose_z_0.11506803333759308
n_value,m_value,x_value,1728168307.1182256_31_pose_x_0.578593373298645
n_value,m_value,x_value,1728168307.1182256_31_pose_y_2.387911796569824
n_value,m_value,x_value,1728168307.1182256_31_pose_z_-0.2049066126346588
n_value,m_value,x_value,1728168307.1182256_32_pose_x_0.4471453130245209
n_value,m_value,x_value,1728168307.1182256_32_pose_y_2.361661672592163
n_value,m_value,x_value,1728168307.1182256_32_pose_z_-0.3041231632232666
n_value,m_value,x_value,1728168307.232308_0_pose_x_0.6146867871284485
n_value,m_value,x_value,1728168307.232308_0_pose_y_0.632428765296936
n_value,m_value,x_value,1728168307.232308_0_pose_z_-0.5538142919540405
n_value,m_value,x_value,1728168307.232308_1_pose_x_0.6357356309890747
n_value,m_value,x_value,1728168307.232308_1_pose_y_0.593025803565979
n_value,m_value,x_value,1728168307.232308_1_pose_z_-0.5169438123703003
n_value,m_value,x_value,1728168307.232308_2_pose_x_0.6470240950584412
n_value,m_value,x_value,1728168307.232308_2_pose_y_0.5956013798713684
n_value,m_value,x_value,1728168307.232308_2_pose_z_-0.5167726874351501
n_value,m_value,x_value,1728168307.232308_3_pose_x_0.6582445502281189
n_value,m_value,x_value,1728168307.232308_3_pose_y_0.5985804796218872
n_value,m_value,x_value,1728168307.232308_3_pose_z_-0.5168212056159973
n_value,m_value,x_value,1728168307.232308_4_pose_x_0.5997423529624939
n_value,m_value,x_value,1728168307.232308_4_pose_y_0.5897982716560364
n_value,m_value,x_value,1728168307.232308_4_pose_z_-0.5178438425064087
n_value,m_value,x_value,1728168307.232308_5_pose_x_0.5882325172424316
n_value,m_value,x_value,1728168307.232308_5_pose_y_0.5897184014320374
n_value,m_value,x_value,1728168307.232308_5_pose_z_-0.5170851349830627
n_value,m_value,x_value,1728168307.232308_6_pose_x_0.5787044167518616
n_value,m_value,x_value,1728168307.232308_6_pose_y_0.5900045037269592
n_value,m_value,x_value,1728168307.232308_6_pose_z_-0.517162024974823
n_value,m_value,x_value,1728168307.232308_7_pose_x_0.68084716796875
n_value,m_value,x_value,1728168307.232308_7_pose_y_0.6332341432571411
n_value,m_value,x_value,1728168307.232308_7_pose_z_-0.2825079560279846
n_value,m_value,x_value,1728168307.232308_8_pose_x_0.5629264116287231
n_value,m_value,x_value,1728168307.232308_8_pose_y_0.6198004484176636
n_value,m_value,x_value,1728168307.232308_8_pose_z_-0.2701956629753113
n_value,m_value,x_value,1728168307.232308_9_pose_x_0.637191891670227
n_value,m_value,x_value,1728168307.232308_9_pose_y_0.6864370107650757
n_value,m_value,x_value,1728168307.232308_9_pose_z_-0.46617692708969116
n_value,m_value,x_value,1728168307.232308_10_pose_x_0.5898853540420532
n_value,m_value,x_value,1728168307.232308_10_pose_y_0.6773290634155273
n_value,m_value,x_value,1728168307.232308_10_pose_z_-0.46417054533958435
n_value,m_value,x_value,1728168307.232308_11_pose_x_0.7748733758926392
n_value,m_value,x_value,1728168307.232308_11_pose_y_0.892527163028717
n_value,m_value,x_value,1728168307.232308_11_pose_z_-0.15990927815437317
n_value,m_value,x_value,1728168307.232308_12_pose_x_0.4555226266384125
n_value,m_value,x_value,1728168307.232308_12_pose_y_0.8568941950798035
n_value,m_value,x_value,1728168307.232308_12_pose_z_-0.18649478256702423
n_value,m_value,x_value,1728168307.232308_13_pose_x_0.8527165651321411
n_value,m_value,x_value,1728168307.232308_13_pose_y_1.172443151473999
n_value,m_value,x_value,1728168307.232308_13_pose_z_-0.11630205065011978
n_value,m_value,x_value,1728168307.232308_14_pose_x_0.3490104675292969
n_value,m_value,x_value,1728168307.232308_14_pose_y_1.0118329524993896
n_value,m_value,x_value,1728168307.232308_14_pose_z_-0.08986826986074448
n_value,m_value,x_value,1728168307.232308_15_pose_x_0.8142870664596558
n_value,m_value,x_value,1728168307.232308_15_pose_y_1.3986802101135254
n_value,m_value,x_value,1728168307.232308_15_pose_z_-0.24679157137870789
n_value,m_value,x_value,1728168307.232308_16_pose_x_0.3796660304069519
n_value,m_value,x_value,1728168307.232308_16_pose_y_1.3072869777679443
n_value,m_value,x_value,1728168307.232308_16_pose_z_-0.31906911730766296
n_value,m_value,x_value,1728168307.232308_17_pose_x_0.8247345685958862
n_value,m_value,x_value,1728168307.232308_17_pose_y_1.4782862663269043
n_value,m_value,x_value,1728168307.232308_17_pose_z_-0.2994004189968109
n_value,m_value,x_value,1728168307.232308_18_pose_x_0.36241668462753296
n_value,m_value,x_value,1728168307.232308_18_pose_y_1.3769454956054688
n_value,m_value,x_value,1728168307.232308_18_pose_z_-0.38644877076148987
n_value,m_value,x_value,1728168307.232308_19_pose_x_0.7877072691917419
n_value,m_value,x_value,1728168307.232308_19_pose_y_1.469510793685913
n_value,m_value,x_value,1728168307.232308_19_pose_z_-0.3319329023361206
n_value,m_value,x_value,1728168307.232308_20_pose_x_0.39238977432250977
n_value,m_value,x_value,1728168307.232308_20_pose_y_1.367559790611267
n_value,m_value,x_value,1728168307.232308_20_pose_z_-0.43001610040664673
n_value,m_value,x_value,1728168307.232308_21_pose_x_0.7781381011009216
n_value,m_value,x_value,1728168307.232308_21_pose_y_1.4364739656448364
n_value,m_value,x_value,1728168307.232308_21_pose_z_-0.2708522379398346
n_value,m_value,x_value,1728168307.232308_22_pose_x_0.40494197607040405
n_value,m_value,x_value,1728168307.232308_22_pose_y_1.340348482131958
n_value,m_value,x_value,1728168307.232308_22_pose_z_-0.3487003445625305
n_value,m_value,x_value,1728168307.232308_23_pose_x_0.6812799572944641
n_value,m_value,x_value,1728168307.232308_23_pose_y_1.4003573656082153
n_value,m_value,x_value,1728168307.232308_23_pose_z_-0.031013404950499535
n_value,m_value,x_value,1728168307.232308_24_pose_x_0.4643568992614746
n_value,m_value,x_value,1728168307.232308_24_pose_y_1.3762438297271729
n_value,m_value,x_value,1728168307.232308_24_pose_z_0.03495685011148453
n_value,m_value,x_value,1728168307.232308_25_pose_x_0.6446011066436768
n_value,m_value,x_value,1728168307.232308_25_pose_y_1.847549319267273
n_value,m_value,x_value,1728168307.232308_25_pose_z_-0.12564614415168762
n_value,m_value,x_value,1728168307.232308_26_pose_x_0.44477277994155884
n_value,m_value,x_value,1728168307.232308_26_pose_y_1.8258510828018188
n_value,m_value,x_value,1728168307.232308_26_pose_z_-0.022572752088308334
n_value,m_value,x_value,1728168307.232308_27_pose_x_0.6209127902984619
n_value,m_value,x_value,1728168307.232308_27_pose_y_2.260784387588501
n_value,m_value,x_value,1728168307.232308_27_pose_z_0.18672358989715576
n_value,m_value,x_value,1728168307.232308_28_pose_x_0.42695316672325134
n_value,m_value,x_value,1728168307.232308_28_pose_y_2.2375848293304443
n_value,m_value,x_value,1728168307.232308_28_pose_z_0.13357853889465332
n_value,m_value,x_value,1728168307.232308_29_pose_x_0.6224718689918518
n_value,m_value,x_value,1728168307.232308_29_pose_y_2.3275082111358643
n_value,m_value,x_value,1728168307.232308_29_pose_z_0.19419161975383759
n_value,m_value,x_value,1728168307.232308_30_pose_x_0.4214574694633484
n_value,m_value,x_value,1728168307.232308_30_pose_y_2.3056631088256836
n_value,m_value,x_value,1728168307.232308_30_pose_z_0.13520647585391998
n_value,m_value,x_value,1728168307.232308_31_pose_x_0.5773409008979797
n_value,m_value,x_value,1728168307.232308_31_pose_y_2.3837292194366455
n_value,m_value,x_value,1728168307.232308_31_pose_z_-0.20885951817035675
n_value,m_value,x_value,1728168307.232308_32_pose_x_0.44658946990966797
n_value,m_value,x_value,1728168307.232308_32_pose_y_2.35906982421875
n_value,m_value,x_value,1728168307.232308_32_pose_z_-0.3026948571205139
n_value,m_value,x_value,1728168307.3611171_0_pose_x_0.6146247982978821
n_value,m_value,x_value,1728168307.3611171_0_pose_y_0.633220374584198
n_value,m_value,x_value,1728168307.3611171_0_pose_z_-0.46956825256347656
n_value,m_value,x_value,1728168307.3611171_1_pose_x_0.6355592012405396
n_value,m_value,x_value,1728168307.3611171_1_pose_y_0.593426525592804
n_value,m_value,x_value,1728168307.3611171_1_pose_z_-0.44490569829940796
n_value,m_value,x_value,1728168307.3611171_2_pose_x_0.6469164490699768
n_value,m_value,x_value,1728168307.3611171_2_pose_y_0.5958288908004761
n_value,m_value,x_value,1728168307.3611171_2_pose_z_-0.44483065605163574
n_value,m_value,x_value,1728168307.3611171_3_pose_x_0.6579752564430237
n_value,m_value,x_value,1728168307.3611171_3_pose_y_0.5986741185188293
n_value,m_value,x_value,1728168307.3611171_3_pose_z_-0.44488662481307983
n_value,m_value,x_value,1728168307.3611171_4_pose_x_0.5998088121414185
n_value,m_value,x_value,1728168307.3611171_4_pose_y_0.5906573534011841
n_value,m_value,x_value,1728168307.3611171_4_pose_z_-0.4248230457305908
n_value,m_value,x_value,1728168307.3611171_5_pose_x_0.588543176651001
n_value,m_value,x_value,1728168307.3611171_5_pose_y_0.5905669927597046
n_value,m_value,x_value,1728168307.3611171_5_pose_z_-0.4242245554924011
n_value,m_value,x_value,1728168307.3611171_6_pose_x_0.5789640545845032
n_value,m_value,x_value,1728168307.3611171_6_pose_y_0.590927004814148
n_value,m_value,x_value,1728168307.3611171_6_pose_z_-0.42422470450401306
n_value,m_value,x_value,1728168307.3611171_7_pose_x_0.680846095085144
n_value,m_value,x_value,1728168307.3611171_7_pose_y_0.6332131028175354
n_value,m_value,x_value,1728168307.3611171_7_pose_z_-0.2308911830186844
n_value,m_value,x_value,1728168307.3611171_8_pose_x_0.5654622316360474
n_value,m_value,x_value,1728168307.3611171_8_pose_y_0.6205862760543823
n_value,m_value,x_value,1728168307.3611171_8_pose_z_-0.12976469099521637
n_value,m_value,x_value,1728168307.3611171_9_pose_x_0.6368927359580994
n_value,m_value,x_value,1728168307.3611171_9_pose_y_0.6864697933197021
n_value,m_value,x_value,1728168307.3611171_9_pose_z_-0.39132386445999146
n_value,m_value,x_value,1728168307.3611171_10_pose_x_0.5905644297599792
n_value,m_value,x_value,1728168307.3611171_10_pose_y_0.6775147914886475
n_value,m_value,x_value,1728168307.3611171_10_pose_z_-0.36311429738998413
n_value,m_value,x_value,1728168307.3611171_11_pose_x_0.7742405533790588
n_value,m_value,x_value,1728168307.3611171_11_pose_y_0.8794605731964111
n_value,m_value,x_value,1728168307.3611171_11_pose_z_-0.14861296117305756
n_value,m_value,x_value,1728168307.3611171_12_pose_x_0.4855198860168457
n_value,m_value,x_value,1728168307.3611171_12_pose_y_0.8486563563346863
n_value,m_value,x_value,1728168307.3611171_12_pose_z_-0.028935765847563744
n_value,m_value,x_value,1728168307.3611171_13_pose_x_0.8524109721183777
n_value,m_value,x_value,1728168307.3611171_13_pose_y_1.1604970693588257
n_value,m_value,x_value,1728168307.3611171_13_pose_z_-0.20104622840881348
n_value,m_value,x_value,1728168307.3611171_14_pose_x_0.39865437150001526
n_value,m_value,x_value,1728168307.3611171_14_pose_y_0.9937273263931274
n_value,m_value,x_value,1728168307.3611171_14_pose_z_-0.28729432821273804
n_value,m_value,x_value,1728168307.3611171_15_pose_x_0.8377195596694946
n_value,m_value,x_value,1728168307.3611171_15_pose_y_1.3712252378463745
n_value,m_value,x_value,1728168307.3611171_15_pose_z_-0.39075109362602234
n_value,m_value,x_value,1728168307.3611171_16_pose_x_0.4101438522338867
n_value,m_value,x_value,1728168307.3611171_16_pose_y_0.8880764245986938
n_value,m_value,x_value,1728168307.3611171_16_pose_z_-0.9553405046463013
n_value,m_value,x_value,1728168307.3611171_17_pose_x_0.8507077097892761
n_value,m_value,x_value,1728168307.3611171_17_pose_y_1.4458026885986328
n_value,m_value,x_value,1728168307.3611171_17_pose_z_-0.44557666778564453
n_value,m_value,x_value,1728168307.3611171_18_pose_x_0.39771097898483276
n_value,m_value,x_value,1728168307.3611171_18_pose_y_0.8080373406410217
n_value,m_value,x_value,1728168307.3611171_18_pose_z_-1.0826936960220337
n_value,m_value,x_value,1728168307.3611171_19_pose_x_0.8241055607795715
n_value,m_value,x_value,1728168307.3611171_19_pose_y_1.426034688949585
n_value,m_value,x_value,1728168307.3611171_19_pose_z_-0.4893333315849304
n_value,m_value,x_value,1728168307.3611171_20_pose_x_0.4174254834651947
n_value,m_value,x_value,1728168307.3611171_20_pose_y_0.7814338207244873
n_value,m_value,x_value,1728168307.3611171_20_pose_z_-1.073960542678833
n_value,m_value,x_value,1728168307.3611171_21_pose_x_0.810508131980896
n_value,m_value,x_value,1728168307.3611171_21_pose_y_1.4029237031936646
n_value,m_value,x_value,1728168307.3611171_21_pose_z_-0.417571485042572
n_value,m_value,x_value,1728168307.3611171_22_pose_x_0.4337194561958313
n_value,m_value,x_value,1728168307.3611171_22_pose_y_0.8207270503044128
n_value,m_value,x_value,1728168307.3611171_22_pose_z_-0.9788667559623718
n_value,m_value,x_value,1728168307.3611171_23_pose_x_0.6939188838005066
n_value,m_value,x_value,1728168307.3611171_23_pose_y_1.384390950202942
n_value,m_value,x_value,1728168307.3611171_23_pose_z_-0.04205019026994705
n_value,m_value,x_value,1728168307.3611171_24_pose_x_0.48982709646224976
n_value,m_value,x_value,1728168307.3611171_24_pose_y_1.3669389486312866
n_value,m_value,x_value,1728168307.3611171_24_pose_z_0.045357268303632736
n_value,m_value,x_value,1728168307.3611171_25_pose_x_0.6634566187858582
n_value,m_value,x_value,1728168307.3611171_25_pose_y_1.8327950239181519
n_value,m_value,x_value,1728168307.3611171_25_pose_z_-0.14566068351268768
n_value,m_value,x_value,1728168307.3611171_26_pose_x_0.47275814414024353
n_value,m_value,x_value,1728168307.3611171_26_pose_y_1.8155268430709839
n_value,m_value,x_value,1728168307.3611171_26_pose_z_-0.014586662873625755
n_value,m_value,x_value,1728168307.3611171_27_pose_x_0.6385912299156189
n_value,m_value,x_value,1728168307.3611171_27_pose_y_2.2503576278686523
n_value,m_value,x_value,1728168307.3611171_27_pose_z_0.1381746232509613
n_value,m_value,x_value,1728168307.3611171_28_pose_x_0.4515119194984436
n_value,m_value,x_value,1728168307.3611171_28_pose_y_2.23119854927063
n_value,m_value,x_value,1728168307.3611171_28_pose_z_0.1482297033071518
n_value,m_value,x_value,1728168307.3611171_29_pose_x_0.6410194635391235
n_value,m_value,x_value,1728168307.3611171_29_pose_y_2.309509754180908
n_value,m_value,x_value,1728168307.3611171_29_pose_z_0.1411924809217453
n_value,m_value,x_value,1728168307.3611171_30_pose_x_0.44735902547836304
n_value,m_value,x_value,1728168307.3611171_30_pose_y_2.2901501655578613
n_value,m_value,x_value,1728168307.3611171_30_pose_z_0.15117321908473969
n_value,m_value,x_value,1728168307.3611171_31_pose_x_0.6028797626495361
n_value,m_value,x_value,1728168307.3611171_31_pose_y_2.367917060852051
n_value,m_value,x_value,1728168307.3611171_31_pose_z_-0.27382564544677734
n_value,m_value,x_value,1728168307.3611171_32_pose_x_0.46270841360092163
n_value,m_value,x_value,1728168307.3611171_32_pose_y_2.352583169937134
n_value,m_value,x_value,1728168307.3611171_32_pose_z_-0.29281526803970337
n_value,m_value,x_value,1728168307.3611171_0_hand_x_0.3963049054145813
n_value,m_value,x_value,1728168307.3611171_0_hand_y_0.8571415543556213
n_value,m_value,x_value,1728168307.3611171_0_hand_z_2.317279239605341e-07
n_value,m_value,x_value,1728168307.3611171_1_hand_x_0.42796751856803894
n_value,m_value,x_value,1728168307.3611171_1_hand_y_0.8223477602005005
n_value,m_value,x_value,1728168307.3611171_1_hand_z_-0.003404639894142747
n_value,m_value,x_value,1728168307.3611171_2_hand_x_0.4413447380065918
n_value,m_value,x_value,1728168307.3611171_2_hand_y_0.7726784348487854
n_value,m_value,x_value,1728168307.3611171_2_hand_z_-0.007028820458799601
n_value,m_value,x_value,1728168307.3611171_3_hand_x_0.45219194889068604
n_value,m_value,x_value,1728168307.3611171_3_hand_y_0.7372379899024963
n_value,m_value,x_value,1728168307.3611171_3_hand_z_-0.01193059328943491
n_value,m_value,x_value,1728168307.3611171_4_hand_x_0.4618821144104004
n_value,m_value,x_value,1728168307.3611171_4_hand_y_0.7057287693023682
n_value,m_value,x_value,1728168307.3611171_4_hand_z_-0.017024172469973564
n_value,m_value,x_value,1728168307.3611171_5_hand_x_0.40502089262008667
n_value,m_value,x_value,1728168307.3611171_5_hand_y_0.7418393492698669
n_value,m_value,x_value,1728168307.3611171_5_hand_z_-0.004586605355143547
n_value,m_value,x_value,1728168307.3611171_6_hand_x_0.4142003059387207
n_value,m_value,x_value,1728168307.3611171_6_hand_y_0.6902799010276794
n_value,m_value,x_value,1728168307.3611171_6_hand_z_-0.01655254326760769
n_value,m_value,x_value,1728168307.3611171_7_hand_x_0.4250492453575134
n_value,m_value,x_value,1728168307.3611171_7_hand_y_0.6549950838088989
n_value,m_value,x_value,1728168307.3611171_7_hand_z_-0.026109706610441208
n_value,m_value,x_value,1728168307.3611171_8_hand_x_0.43445488810539246
n_value,m_value,x_value,1728168307.3611171_8_hand_y_0.6276465058326721
n_value,m_value,x_value,1728168307.3611171_8_hand_z_-0.032569848001003265
n_value,m_value,x_value,1728168307.3611171_9_hand_x_0.39703068137168884
n_value,m_value,x_value,1728168307.3611171_9_hand_y_0.7458749413490295
n_value,m_value,x_value,1728168307.3611171_9_hand_z_-0.010870426893234253
